Descriptor Name,Full Scientific Name,Source Library,Scientific Category,Functional Description & Toxicology Significance
fr_azo,Substructure Fragment Count - Azo,RDKit,Functional Group Fragment,Counts the number of azo functional groups or fragments present in the molecule.
fr_barbitur,Substructure Fragment Count - Barbitur,RDKit,Functional Group Fragment,Counts the number of barbitur functional groups or fragments present in the molecule.
fr_benzene,Substructure Fragment Count - Benzene,RDKit,Functional Group Fragment,Counts the number of benzene functional groups or fragments present in the molecule.
fr_benzodiazepine,Substructure Fragment Count - Benzodiazepine,RDKit,Functional Group Fragment,Counts the number of benzodiazepine functional groups or fragments present in the molecule.
fr_bicyclic,Substructure Fragment Count - Bicyclic,RDKit,Functional Group Fragment,Counts the number of bicyclic functional groups or fragments present in the molecule.
fr_diazo,Substructure Fragment Count - Diazo,RDKit,Functional Group Fragment,Counts the number of diazo functional groups or fragments present in the molecule.
fr_dihydropyridine,Substructure Fragment Count - Dihydropyridine,RDKit,Functional Group Fragment,Counts the number of dihydropyridine functional groups or fragments present in the molecule.
fr_epoxide,Substructure Fragment Count - Epoxide,RDKit,Functional Group Fragment,Counts the number of epoxide functional groups or fragments present in the molecule.
fr_ester,Substructure Fragment Count - Ester,RDKit,Functional Group Fragment,Counts the number of ester functional groups or fragments present in the molecule.
fr_ether,Substructure Fragment Count - Ether,RDKit,Functional Group Fragment,Counts the number of ether functional groups or fragments present in the molecule.
fr_furan,Substructure Fragment Count - Furan,RDKit,Functional Group Fragment,Counts the number of furan functional groups or fragments present in the molecule.
fr_guanido,Substructure Fragment Count - Guanido,RDKit,Functional Group Fragment,Counts the number of guanido functional groups or fragments present in the molecule.
fr_halogen,Substructure Fragment Count - Halogen,RDKit,Functional Group Fragment,Counts the number of halogen functional groups or fragments present in the molecule.
fr_hdrzine,Substructure Fragment Count - Hdrzine,RDKit,Functional Group Fragment,Counts the number of hdrzine functional groups or fragments present in the molecule.
fr_hdrzone,Substructure Fragment Count - Hdrzone,RDKit,Functional Group Fragment,Counts the number of hdrzone functional groups or fragments present in the molecule.
fr_imidazole,Substructure Fragment Count - Imidazole,RDKit,Functional Group Fragment,Counts the number of imidazole functional groups or fragments present in the molecule.
fr_imide,Substructure Fragment Count - Imide,RDKit,Functional Group Fragment,Counts the number of imide functional groups or fragments present in the molecule.
fr_isocyan,Substructure Fragment Count - Isocyan,RDKit,Functional Group Fragment,Counts the number of isocyan functional groups or fragments present in the molecule.
fr_isothiocyan,Substructure Fragment Count - Isothiocyan,RDKit,Functional Group Fragment,Counts the number of isothiocyan functional groups or fragments present in the molecule.
fr_ketone,Substructure Fragment Count - Ketone,RDKit,Functional Group Fragment,Counts the number of ketone functional groups or fragments present in the molecule.
fr_ketone_Topliss,Substructure Fragment Count - Ketone Topliss,RDKit,Functional Group Fragment,Counts the number of ketone Topliss functional groups or fragments present in the molecule.
fr_lactam,Substructure Fragment Count - Lactam,RDKit,Functional Group Fragment,Counts the number of lactam functional groups or fragments present in the molecule.
fr_lactone,Substructure Fragment Count - Lactone,RDKit,Functional Group Fragment,Counts the number of lactone functional groups or fragments present in the molecule.
fr_methoxy,Substructure Fragment Count - Methoxy,RDKit,Functional Group Fragment,Counts the number of methoxy functional groups or fragments present in the molecule.
fr_morpholine,Substructure Fragment Count - Morpholine,RDKit,Functional Group Fragment,Counts the number of morpholine functional groups or fragments present in the molecule.
fr_nitrile,Substructure Fragment Count - Nitrile,RDKit,Functional Group Fragment,Counts the number of nitrile functional groups or fragments present in the molecule.
fr_nitro,Substructure Fragment Count - Nitro,RDKit,Functional Group Fragment,Counts the number of nitro functional groups or fragments present in the molecule.
fr_nitro_arom,Substructure Fragment Count - Nitro Arom,RDKit,Functional Group Fragment,Counts the number of nitro arom functional groups or fragments present in the molecule.
fr_nitro_arom_nonortho,Substructure Fragment Count - Nitro Arom Nonortho,RDKit,Functional Group Fragment,Counts the number of nitro arom nonortho functional groups or fragments present in the molecule.
fr_nitroso,Substructure Fragment Count - Nitroso,RDKit,Functional Group Fragment,Counts the number of nitroso functional groups or fragments present in the molecule.
fr_oxazole,Substructure Fragment Count - Oxazole,RDKit,Functional Group Fragment,Counts the number of oxazole functional groups or fragments present in the molecule.
fr_oxime,Substructure Fragment Count - Oxime,RDKit,Functional Group Fragment,Counts the number of oxime functional groups or fragments present in the molecule.
fr_para_hydroxylation,Substructure Fragment Count - Para Hydroxylation,RDKit,Functional Group Fragment,Counts the number of para hydroxylation functional groups or fragments present in the molecule.
fr_phenol,Substructure Fragment Count - Phenol,RDKit,Functional Group Fragment,Counts the number of phenol functional groups or fragments present in the molecule.
fr_phenol_noOrthoHbond,Substructure Fragment Count - Phenol Noorthohbond,RDKit,Functional Group Fragment,Counts the number of phenol noOrthoHbond functional groups or fragments present in the molecule.
fr_phos_acid,Substructure Fragment Count - Phos Acid,RDKit,Functional Group Fragment,Counts the number of phos acid functional groups or fragments present in the molecule.
fr_phos_ester,Substructure Fragment Count - Phos Ester,RDKit,Functional Group Fragment,Counts the number of phos ester functional groups or fragments present in the molecule.
fr_piperdine,Substructure Fragment Count - Piperdine,RDKit,Functional Group Fragment,Counts the number of piperdine functional groups or fragments present in the molecule.
fr_piperzine,Substructure Fragment Count - Piperzine,RDKit,Functional Group Fragment,Counts the number of piperzine functional groups or fragments present in the molecule.
fr_priamide,Substructure Fragment Count - Priamide,RDKit,Functional Group Fragment,Counts the number of priamide functional groups or fragments present in the molecule.
fr_prisulfonamd,Substructure Fragment Count - Prisulfonamd,RDKit,Functional Group Fragment,Counts the number of prisulfonamd functional groups or fragments present in the molecule.
fr_pyridine,Substructure Fragment Count - Pyridine,RDKit,Functional Group Fragment,Counts the number of pyridine functional groups or fragments present in the molecule.
fr_quatN,Substructure Fragment Count - Quatn,RDKit,Functional Group Fragment,Counts the number of quatN functional groups or fragments present in the molecule.
fr_sulfide,Substructure Fragment Count - Sulfide,RDKit,Functional Group Fragment,Counts the number of sulfide functional groups or fragments present in the molecule.
fr_sulfonamd,Substructure Fragment Count - Sulfonamd,RDKit,Functional Group Fragment,Counts the number of sulfonamd functional groups or fragments present in the molecule.
fr_sulfone,Substructure Fragment Count - Sulfone,RDKit,Functional Group Fragment,Counts the number of sulfone functional groups or fragments present in the molecule.
fr_term_acetylene,Substructure Fragment Count - Term Acetylene,RDKit,Functional Group Fragment,Counts the number of term acetylene functional groups or fragments present in the molecule.
fr_tetrazole,Substructure Fragment Count - Tetrazole,RDKit,Functional Group Fragment,Counts the number of tetrazole functional groups or fragments present in the molecule.
fr_thiazole,Substructure Fragment Count - Thiazole,RDKit,Functional Group Fragment,Counts the number of thiazole functional groups or fragments present in the molecule.
fr_thiocyan,Substructure Fragment Count - Thiocyan,RDKit,Functional Group Fragment,Counts the number of thiocyan functional groups or fragments present in the molecule.
fr_thiophene,Substructure Fragment Count - Thiophene,RDKit,Functional Group Fragment,Counts the number of thiophene functional groups or fragments present in the molecule.
fr_unbrch_alkane,Substructure Fragment Count - Unbrch Alkane,RDKit,Functional Group Fragment,Counts the number of unbrch alkane functional groups or fragments present in the molecule.
fr_urea,Substructure Fragment Count - Urea,RDKit,Functional Group Fragment,Counts the number of urea functional groups or fragments present in the molecule.
qed,Quantitative Estimate of Drug-likeness Index,RDKit,Drug-likeness,"Quantitative Estimate of Drug-likeness, calculating a consensus score (0 to 1) based on multiple physicochemical properties."
AATS0Z,Average Atom-type Topological State Index of Lag 0 weighted by Atomic Number,Mordred,Autocorrelation,Average Atom-type Topological State index representing spatial distribution of atomic properties across the molecular graph.
AATS0are,Average Atom-type Topological State Index of Lag 0 weighted by Allinger-relative Electronegativity,Mordred,Autocorrelation,Average Atom-type Topological State index representing spatial distribution of atomic properties across the molecular graph.
AATS0d,Average Atom-type Topological State Index of Lag 0 weighted by Vertex Degree,Mordred,Autocorrelation,Average Atom-type Topological State index representing spatial distribution of atomic properties across the molecular graph.
AATS0dv,Average Atom-type Topological State Index of Lag 0 weighted by Valence Vertex Degree,Mordred,Autocorrelation,Average Atom-type Topological State index representing spatial distribution of atomic properties across the molecular graph.
AATS0i,Average Atom-type Topological State Index of Lag 0 weighted by Ionization Potential,Mordred,Autocorrelation,Average Atom-type Topological State index representing spatial distribution of atomic properties across the molecular graph.
AATS0m,Average Atom-type Topological State Index of Lag 0 weighted by Atomic Mass,Mordred,Autocorrelation,Average Atom-type Topological State index representing spatial distribution of atomic properties across the molecular graph.
AATS0p,Average Atom-type Topological State Index of Lag 0 weighted by Polarizability,Mordred,Autocorrelation,Average Atom-type Topological State index representing spatial distribution of atomic properties across the molecular graph.
AATS0pe,Average Atom-type Topological State Index of Lag 0 weighted by Pauling Electronegativity,Mordred,Autocorrelation,Average Atom-type Topological State index representing spatial distribution of atomic properties across the molecular graph.
AATS0s,Average Atom-type Topological State Index of Lag 0 weighted by Intrinsic State,Mordred,Autocorrelation,Average Atom-type Topological State index representing spatial distribution of atomic properties across the molecular graph.
AATS0se,Average Atom-type Topological State Index of Lag 0 weighted by Sanders-relative Electronegativity,Mordred,Autocorrelation,Average Atom-type Topological State index representing spatial distribution of atomic properties across the molecular graph.
AATS0v,Average Atom-type Topological State Index of Lag 0 weighted by Van der Waals Volume,Mordred,Autocorrelation,Average Atom-type Topological State index representing spatial distribution of atomic properties across the molecular graph.
AATS1Z,Average Atom-type Topological State Index of Lag 1 weighted by Atomic Number,Mordred,Autocorrelation,Average Atom-type Topological State index representing spatial distribution of atomic properties across the molecular graph.
AATS1are,Average Atom-type Topological State Index of Lag 1 weighted by Allinger-relative Electronegativity,Mordred,Autocorrelation,Average Atom-type Topological State index representing spatial distribution of atomic properties across the molecular graph.
AATS1d,Average Atom-type Topological State Index of Lag 1 weighted by Vertex Degree,Mordred,Autocorrelation,Average Atom-type Topological State index representing spatial distribution of atomic properties across the molecular graph.
AATS1dv,Average Atom-type Topological State Index of Lag 1 weighted by Valence Vertex Degree,Mordred,Autocorrelation,Average Atom-type Topological State index representing spatial distribution of atomic properties across the molecular graph.
AATS1i,Average Atom-type Topological State Index of Lag 1 weighted by Ionization Potential,Mordred,Autocorrelation,Average Atom-type Topological State index representing spatial distribution of atomic properties across the molecular graph.
AATS1m,Average Atom-type Topological State Index of Lag 1 weighted by Atomic Mass,Mordred,Autocorrelation,Average Atom-type Topological State index representing spatial distribution of atomic properties across the molecular graph.
AATS1p,Average Atom-type Topological State Index of Lag 1 weighted by Polarizability,Mordred,Autocorrelation,Average Atom-type Topological State index representing spatial distribution of atomic properties across the molecular graph.
AATS1pe,Average Atom-type Topological State Index of Lag 1 weighted by Pauling Electronegativity,Mordred,Autocorrelation,Average Atom-type Topological State index representing spatial distribution of atomic properties across the molecular graph.
AATS1s,Average Atom-type Topological State Index of Lag 1 weighted by Intrinsic State,Mordred,Autocorrelation,Average Atom-type Topological State index representing spatial distribution of atomic properties across the molecular graph.
